,date,trial_name,trial_number,participant_number,vicon_file,theia_file,output_dir,fill_missing_samples,time_offset,special_side,start_time,end_time,data_length_s,saved,additional_info
451,2024-10-03 10:45:28.856525,walk rotation,1,pp21,/pp21 walk rotation 001.c3d,/pp21 walk rotation 001 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,0.0833333333333333,,3.5805,7.4557,3.866666666666667,True,
452,2024-10-03 10:45:23.076895,shot rom,1,pp21,/pp21 shot rom 001.c3d,/pp21 shot rom 001 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.0166666666666666,right,1.4005,3.7712,2.35,True,
453,2024-10-03 10:45:29.621999,walk rotation,2,pp21,/pp21 walk rotation 002.c3d,/pp21 walk rotation 002 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.1,,2.8794,7.0937,4.199999999999999,True,
454,2024-10-03 10:45:27.926542,slow dribble,2,pp21,/pp21 slow dribble 002.c3d,/pp21 slow dribble 002 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,0.1333333333333333,,1.8021,4.8559,3.033333333333333,True,
455,2024-10-03 10:45:23.494811,shot rom,2,pp21,/pp21 shot rom 002.c3d,/pp21 shot rom 002 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,0.0833333333333333,right,1.627,3.8696,2.2333333333333334,True,
456,2024-10-03 10:45:30.212315,walk rotation,3,pp21,/pp21 walk rotation 003.c3d,/pp21 walk rotation 003 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,0.1,,2.5336,5.9952,3.4333333333333336,True,
457,2024-10-03 10:45:23.965639,shot rom,3,pp21,/pp21 shot rom 003.c3d,/pp21 shot rom 003 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.0666666666666666,right,1.5165,4.0305,2.5,True,
458,2024-10-03 10:45:24.386863,sidestep,1,pp21,/pp21 sidestep 001.c3d,/pp21 sidestep 001 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.2,left,2.4846,4.5357,2.033333333333333,True,
459,2024-10-03 10:45:27.401572,slow dribble,1,pp21,/pp21 slow dribble 001.c3d,/pp21 slow dribble 001 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,0.1333333333333333,,1.8165,4.5289,2.7,True,
460,2024-10-03 10:45:25.400463,sidestep,2,pp21,/pp21 sidestep 002.c3d,/pp21 sidestep 002 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.05,left,2.2703,3.8342,1.5499999999999998,True,
461,2024-10-03 10:45:26.396858,sidestep,3,pp21,/pp21 sidestep 003.c3d,/pp21 sidestep 003 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.35,left,2.1406,4.0117,1.85,True,
462,2024-10-03 10:23:11.026686,dribble simulation,3,pp22,/both11 dribble simulation 003.c3d,/both11 dribble simulation 003 pose_filt_1.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.1,,2.5383,5.4795,2.9166666666666656,True,
463,2024-10-03 10:23:19.926832,dribble simulation,4,pp22,/both11 dribble simulation 004.c3d,/both11 dribble simulation 004 pose_filt_1.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,0.25,,2.7061,5.8871,3.166666666666667,True,
464,2024-10-03 10:45:33.842133,sidestep,2,pp22,/pp22 sidestep 002.c3d,/pp22 sidestep 002 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.0833333333333333,left,1.8639,3.4742,1.6,True,
465,2024-10-03 10:23:02.505061,dribble simulation,2,pp22,/both11 dribble simulation 002.c3d,/both11 dribble simulation 002 pose_filt_1.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,0.0833333333333333,,2.2623,5.0132,2.7333333333333334,True,
466,2024-10-03 10:23:43.983072,walk high five,1,pp22,/both11 walk high five 001.c3d,/both11 walk high five 001 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.0166666666666666,right,3.0149,4.8518,1.833333333333333,True,
467,2024-10-03 10:23:50.403371,walk high five,2,pp22,/both11 walk high five 002.c3d,/both11 walk high five 002 pose_filt_1.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,0.1166666666666666,right,3.039,4.7868,1.7333333333333345,True,
468,2024-10-03 10:23:54.676301,walk high five,3,pp22,/both11 walk high five 003.c3d,/both11 walk high five 003 pose_filt_1.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,0.15,right,2.4045,4.1371,1.716666666666666,True,
469,2024-10-03 10:23:57.585502,walk high five,4,pp22,/both11 walk high five 004.c3d,/both11 walk high five 004 pose_filt_0.c3d,/Volumes/Storage Alexander/Theia validation/mcv_processed_snippets_v2024_v3,False,-0.05,right,2.4626,4.1701,1.6999999999999995,True,
